title,url,current_price,Noise Cancellation,Water Resistant,Charging Interface,Bluetooth Version,Microphone,Capacity for buds,Capacity for Case
XO X7 Wireless Earbuds,https://priceoye.pk/wireless-earbuds/xo/xo-x7-wireless-earbuds,2849,Yes,Yes,Type-C,V5.0,Yes,30 mAh,450 mAh
XO BE35 Portable Wireless Bluetooth Headset,https://priceoye.pk/wireless-earbuds/xo/xo-be35-portable-wireless-bluetooth-headset,3039,No,Yes,Type-C,V5.0,Yes,No,250mAh
Imilab IMIKI T13 TWS Earbuds,https://priceoye.pk/wireless-earbuds/imilab/imilab-imiki-t13-tws-earbuds,3599,No,Yes,No,V5.3,Yes,30mAh,480mAh
Water and sweat resistance,https://priceoye.pk/wireless-earbuds/ronin/ronin-gaming-battle-pods-r-490,3999,No,No,No,V5.0,Yes,25mAh,200mAh
Baseus Bowie M2s ANC Earphone,https://priceoye.pk/wireless-earbuds/baseus/baseus-bowie-m2s-anc-earphone,13899,Yes,No,Type-C,V5.3,Yes,35 mAh,400 mAh
Itel Wireless Earbuds T1 Neo,https://priceoye.pk/wireless-earbuds/itel/itel-wireless-earbuds-t1-neo,2849,No,No,No,yes,Yes,No,No
Price List of Xiaomi Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/xiaomi,5999,No,No,No,No,No,No,No
High definition audio,https://priceoye.pk/wireless-earbuds/qcy/qcy-t1c-tws-bluetooth-earphones,3399,No,No,No,V5.0,Yes,No,No
Xiaomi Buds 4 Pro,https://priceoye.pk/wireless-earbuds/xiaomi/xiaomi-buds-4-pro,42999,No,No,No,V5.3,Yes,No,No
Airox Wireless Bluetooth Neckband (NB-01),https://priceoye.pk/wireless-earbuds/airox/airox-wireless-bluetooth-neckband-nb-01,1299,No,Yes,Type-C,v5.0,Yes,No,No
Ronin R-390 Wireless Earbuds,https://priceoye.pk/wireless-earbuds/ronin/ronin-r-390-wireless-earbuds,3999,No,No,No,No,Yes,No,No
Far distance transmission with Elegant Design,https://priceoye.pk/wireless-earbuds/assorted/m31-tws-wireless-earbuds,1999,No,No,No,V5.1,Yes,No,No
Dany Airdots 101,https://priceoye.pk/wireless-earbuds/dany/audionic-airdots-101,2799,No,No,No,V5.3,Yes,No,No
Sony WF-1000XM5 Wireless Noise Cancelling Earbuds,https://priceoye.pk/wireless-earbuds/sony/sony-wf-1000xm5-wireless-noise-cancelling-earbuds,54999,Yes,Yes,Micro-USB,v5.3,Yes,No,No
Tronsmart Onyx ace Earbuds,https://priceoye.pk/wireless-earbuds/tronsmart/tronsmart-onyx-ace-earbuds,6599,No,Yes,No,V5.2,Yes,No,No
Great resistant to water,https://priceoye.pk/wireless-earbuds/aukey/aukey-ep-n5-anc-bluetooth-5-0-true-wireless-earbuds,11499,No,No,No,V5.0,Yes,No,No
Price List of Audionic Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/audionic,9989,No,No,No,No,No,No,No
G-Tide L1 TWS Earbuds,https://priceoye.pk/wireless-earbuds/g-tide/g-tide-l1-tws-earbuds,1849,Yes,Yes,Type-C,V5.3,Yes,No,300mAh
Price List of Lenovo Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/lenovo,3299,No,No,No,No,No,No,No
Infinix XE27 Wireless Earbuds,https://priceoye.pk/wireless-earbuds/infinix/infinix-xe27-wireless-earbuds,4499,Yes,Yes,Type-C,v5.0,Yes,46*2mAh,460mAh
Price List of Airox Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/airox,2699,No,No,No,No,No,No,No
K36 Mini Wireless Bluetooth Headset,https://priceoye.pk/wireless-earbuds/assorted/k36-mini-wireless-bluetooth-headset,2699,No,No,Micro-USB,V4.1,Yes,No,No
Soundpeats True Wireless Earbuds Air 3 Deluxe,https://priceoye.pk/wireless-earbuds/soundpeats/soundpeats-true-wireless-earbuds-air-3-deluxe,8999,Yes,Yes,Type-C,V5.2,Yes,30 mAh,No
Airox X400 Airpods Pro 3rd Gen,https://priceoye.pk/wireless-earbuds/airox/airox-x400-airpods-pro-3rd-gen,2799,No,Yes,No,V5.2,Yes,No,No
Lenovo TW60 Wireless Bluetooth Earbuds,https://priceoye.pk/wireless-earbuds/lenovo/lenovo-tw60-wireless-bluetooth-earbuds,5299,No,No,No,V5.3,Yes,No,No
Price List of Assorted Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/assorted,1849,No,No,No,No,No,No,No
G-Tide L2 TWS Earbuds,https://priceoye.pk/wireless-earbuds/g-tide/g-tide-l2-tws-earbuds,2499,No,Yes,Type-C,V5.3,Yes,No,320mAh
Faster Air Conduction Bluetooth - AS20,https://priceoye.pk/wireless-earbuds/faster/faster-air-conduction-bluetooth-as20,5499,No,Yes,Type-C,V5.2,No,30 mAh,No
Huawei Freebuds 5i,https://priceoye.pk/wireless-earbuds/huawei/huawei-freebuds-5i,18799,No,No,No,V5.2,Yes,No,No
JOYROOM ANC Earbuds T03S PRO,https://priceoye.pk/wireless-earbuds/joyroom/joyroom-anc-earbuds-t03s-pro,4549,No,No,No,V5.0,Yes,No,No
Price List of Soundpeats Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/soundpeats,10299,No,No,No,No,No,No,No
Baseus Bowie H1i ANC Headphones,https://priceoye.pk/wireless-earbuds/baseus/baseus-bowie-h1i-anc-headphones,10899,Yes,No,Type-C,v5.3,Yes,No,600mAh
YoPod DUO EARBUDS,https://priceoye.pk/wireless-earbuds/yolo/yopod-duo-earbuds,3299,Yes,Yes,No,V5.3,Yes,30 mAh,300mAh
Westpoint TWS Earbuds WP-110,https://priceoye.pk/wireless-earbuds/westpoint/westpoint-tws-earbuds-wp-110,6199,Yes,No,No,v5.2,Yes,40mAh,320mAh
Price List of Zero Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/zero,3799,No,No,No,No,No,No,No
Price List of Ronin Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/ronin,4899,No,No,No,No,No,No,No
Excellent Audio Clarity,https://priceoye.pk/wireless-earbuds/westpoint/westpoint-sport-earphone-wp-150,3099,No,No,No,v5.0,No,200mAH,No
Audionic Airbud Signature N-25 Neckband,https://priceoye.pk/wireless-earbuds/audionic/dany-airbud-signature-n-25-neckband,3499,No,Yes,Type-C,V5.2,Yes,No,280 mAh
Haylou Earbuds Gt1 2023,https://priceoye.pk/wireless-earbuds/haylou/haylou-earbuds-gt1-2023,4429,Yes,No,Type-C,v5.3,Yes,35*2mAh,310mAh
A12 Pro Touchscreen LED Display Earbuds,https://priceoye.pk/wireless-earbuds/assorted/a12-pro-touchscreen-led-display-earbuds,2049,Yes,Yes,Type-C,V5.4,Yes,No,350mAh
Apple AirPods 3rd Generation Magsafe,https://priceoye.pk/wireless-earbuds/apple/apple-airpods-3rd-generation-magsafe,44999,No,No,No,V5.0,Dual,No,No
XO X34 Starry Sky Flip TWS Bluetooth Earbuds,https://priceoye.pk/wireless-earbuds/xo/xo-x34-starry-sky-flip-tws-bluetooth-earbuds,2399,Yes,Yes,Type-C,V5.3,Yes,40mAh,300mAh
950BT Wireless Esports Headphones,https://priceoye.pk/wireless-earbuds/assorted/950bt-wireless-esports-headphones,2799,Yes,No,Type-C,V5.0,Yes,No,No
Haino Teko Air 15 True Wireless Earbuds,https://priceoye.pk/wireless-earbuds/haino-teko/haino-teko-air-15-true-wireless-earbuds,3799,No,No,No,V5.3,Yes,No,No
Airox E10 Wireless Earbuds,https://priceoye.pk/wireless-earbuds/airox/airox-e10-wireless-earbuds,2499,No,Yes,Type-C,V5.1,Yes,No,No
M48 TWS Wireless Bluetooth Earphones Noise Cancelling,https://priceoye.pk/wireless-earbuds/assorted/m48-tws-wireless-bluetooth-earphones-noise-cancelling,1899,Yes,Yes,Type-C,V5.3,Yes,No,220mAh
Anker SoundcoreVR P10 Gaming Earbuds,https://priceoye.pk/wireless-earbuds/anker/anker-soundcorevr-p10-gaming-earbuds,20799,No,Yes,Type-C,V5.2,Yes,No,No
Beats Studio Buds Plus,https://priceoye.pk/wireless-earbuds/beats/beats-studio-buds-plus,47499,Yes,Yes,Type-C,V5.3,Yes,No,No
Redmi Buds 5 Pro Earbuds,https://priceoye.pk/wireless-earbuds/xiaomi/redmi-buds-5-pro-earbuds,14499,Yes,Yes,Type-C,V5.3,Yes,No,No
Baseus Bowie E13 EarPhones,https://priceoye.pk/wireless-earbuds/baseus/baseus-bowie-e13-earphones,4899,No,Yes,Type-C,V5.3,Yes,40mAh,400 mAh
Zero Wave Z-850 Earbuds,https://priceoye.pk/wireless-earbuds/zero/zero-wave-z-850-earbuds,3949,Yes,Yes,No,V5.3,Yes,40mAh,550mAh
Anker V30i Open-Ear Bluetooth Earbuds,https://priceoye.pk/wireless-earbuds/anker/anker-v30i-open-ear-bluetooth-earbuds,14999,Yes,Yes,Type-C,V5.3,Yes,No,No
Westpoint TWS Earbuds WP-105,https://priceoye.pk/wireless-earbuds/westpoint/westpoint-tws-earbuds-wp-105,5625,Yes,No,No,v5.3,Yes,30mAh,300mAh
Price List of Xiaomi Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/xiaomi,5999,No,No,No,No,No,No,No
Ronin R-1500 Headphone,https://priceoye.pk/wireless-earbuds/ronin/ronin-r-1500-headphone,4299,No,Yes,Type-C,V5.3,Yes,500 mAh,No
Anker AeroFit Superior Comfort Open-Ear,https://priceoye.pk/wireless-earbuds/anker/anker-aerofit-superior-comfort-open-ear,32999,Yes,Yes,No,V5.3,Yes,No,No
Anker (A3959H11) Soundcore R50i NC,https://priceoye.pk/wireless-earbuds/anker/anker-a3959h11-soundcore-r50i-nc,6399,Yes,Yes,No,V5.4,Yes,No,No
Baseus Bowie EZ10 True Wireless Earphones,https://priceoye.pk/wireless-earbuds/baseus/baseus-bowie-ez10-true-wireless-earphones,4999,Yes,No,Type-C,V5.3,Yes,30 mAh,No
HBX 950 BT Headphone Sport Stereo headset wireless headphones,https://priceoye.pk/wireless-earbuds/assorted/hbx-950-bt-headphone-sport-stereo-headset-wireless-headphones,2399,No,No,No,V5.0,Yes,No,No
Login True wireless Airpods (LT-WB2),https://priceoye.pk/wireless-earbuds/login/login-true-wireless-airpods-lt-wb2,2499,No,No,No,V5.1,Yes,No,No
Ua 11 BT wireless headphones,https://priceoye.pk/wireless-earbuds/assorted/ua-11-bt-wireless-headphones,2299,No,Yes,Yes,No,Yes,180mah,No
JBL Tune T710BT Wireless Headphone,https://priceoye.pk/wireless-earbuds/jbl/jbl-tune-t710bt-wireless-headphone,13499,No,No,Type-C,V5.0,Yes,690 mAh,No
Audionic Airbud Signature S600 Wireless Earbuds,https://priceoye.pk/wireless-earbuds/audionic/audionic-airbud-signature-s600-wireless-earbuds,3549,Yes,Yes,Type-C,v5.3,Yes,35*2mAh,300mAh
Price List of Audionic Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/audionic,9989,No,No,No,No,No,No,No
DX-03 TWS Wireless Bluetooth Earbuds,https://priceoye.pk/wireless-earbuds/assorted/dx-03-tws-wireless-bluetooth-earbuds,1899,Yes,Yes,No,V5.3,No,50mAh,500mAh
Price List of Lenovo Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/lenovo,3299,No,No,No,No,No,No,No
Price List of Airox Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/airox,2699,No,No,No,No,No,No,No
Zero Flash Earbuds,https://priceoye.pk/wireless-earbuds/zero/zero-flash-earbuds,4399,Yes,Yes,Type-C,V5.3,Yes,40mAh,500mAh
G-Tide Earbuds Buds 2,https://priceoye.pk/wireless-earbuds/g-tide/g-tide-earbuds-buds-2,2049,No,No,No,No,Yes,No,No
OnePlus Nord Buds 2r Tws Earbuds,https://priceoye.pk/wireless-earbuds/oneplus/oneplus-nord-buds-2r-tws-earbuds,7899,No,Yes,Type-C,v5.3,Yes,36mAh,480mAh
Price List of Assorted Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/assorted,1849,No,No,No,No,No,No,No
Bluks BX-AirPro 2 Wireless Earbuds with LED Display,https://priceoye.pk/wireless-earbuds/bluks/bluk-s-bx-airpro-2-wireless-earbuds-with-led-display,2899,Yes,Yes,Type-C,V5.3,Yes,30mAh,300mAh
Ronin R-280 Bluetooth Headset,https://priceoye.pk/wireless-earbuds/ronin/ronin-r-280-bluetooth,2849,No,No,No,V5.0,Yes,No,No
DX-29 Wireless TWS Earbuds,https://priceoye.pk/wireless-earbuds/assorted/dx-29-wireless-tws-earbuds,1549,Yes,Yes,Type-C,V5.4,Yes,50mAh,300mAh
Anker Soundcore A25i Wireless Earbuds,https://priceoye.pk/wireless-earbuds/anker/anker-soundcore-a25i-wireless-earbuds,4799,No,Yes,Type-C,V5.2,No,30 mAh,No
Price List of Soundpeats Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/soundpeats,10299,No,No,No,No,No,No,No
Oraimo Boom Pop OHP-317 Wireless Headphones,https://priceoye.pk/wireless-earbuds/oraimo/oraimo-boom-pop-ohp-317-wireless-headphones,4349,Yes,No,Type-C,V5.3,Yes,No,No
Mars MB-13 Neckband Memory Card Supported,https://priceoye.pk/wireless-earbuds/mars/mars-mb-13-neckband-memory-card-supported,1399,No,No,Type-C,V5.0,Yes,30mAh,No
Song of the Future Touch,https://priceoye.pk/wireless-earbuds/assorted/interlink-classic-airpods,4199,No,Yes,Type-C,V5.0,Yes,No,No
Price List of Zero Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/zero,3799,No,No,No,No,No,No,No
Price List of Ronin Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/ronin,4899,No,No,No,No,No,No,No
JITENG-JT-813 Wired Gaming Headphones With Mic,https://priceoye.pk/wireless-earbuds/assorted/jiteng-jt-813-gaming-headphones-with-mic,1849,No,No,No,No,Yes,No,No
Noise free audio,https://priceoye.pk/wireless-earbuds/sony/sony-wireless-noise-cancelling-headphone-wh-ch710n,24499,No,No,No,V5.0,No,No,No
Baseus Bowie WM01 True Wireless Earphones,https://priceoye.pk/wireless-earbuds/baseus/os-baseus-bowie-wm01-true-wireless-earphones-black,3799,No,No,Type-C,V5.0,Yes,40mah,300mah
Sovo Crazy-Bass SHP-550 Wireless Headphones,https://priceoye.pk/wireless-earbuds/sovo/sovo-crazy-bass-shp-550-wireless-headphones,2599,Yes,No,Type-C,V5.3,Yes,No,No
Remax PD-BT900 (3rd Generation Standard Case),https://priceoye.pk/wireless-earbuds/remax/remax-pd-bt900-3rd-generation-standard-case,2899,No,No,Type-C,V5.0,Yes,40mAh,250mAh
Baseus Bowie WM02 True Wireless Earphones,https://priceoye.pk/wireless-earbuds/baseus/baseus-bowie-wm02-true-wireless-earphones,4999,No,No,Type-C,V5.3,Yes,40mAh,300mAh
Haino teko Air 14 Wireless Earphones,https://priceoye.pk/wireless-earbuds/haino-teko/haino-teko-air-14-wireless-earphones,3799,No,No,No,V5.1,Yes,No,No
B30 RGB Light Wireless Headphone,https://priceoye.pk/wireless-earbuds/assorted/b30-rgb-light-wireless-headphone,2499,No,Yes,Type-C,V5.0,Yes,No,No
Baseus Bowie MZ10,https://priceoye.pk/wireless-earbuds/baseus/baseus-bowie-mz10,8899,Yes,No,Type-C,V5.2,Yes,35mAh,400mAh
Price List of Xiaomi Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/xiaomi,5999,No,No,No,No,No,No,No
Oraimo Necklace Lite Wireless Headphones (OEB-311),https://priceoye.pk/wireless-earbuds/oraimo/oraimo-necklace-lite-wireless-headphones-oeb-311,2749,Yes,Yes,Type-C,V5.3,Yes,220mAh,No
NOTHING CMF Buds Pro,https://priceoye.pk/wireless-earbuds/nothing/nothing-cmf-buds-pro,10999,Yes,Yes,Type-C,V5.3,Yes,45mAh,450mAh
Yolo YoPod Max True Wireless Earbuds,https://priceoye.pk/wireless-earbuds/yolo/yolo-yopod-max-true-wireless-earbuds,2499,No,Yes,Type-C,V5.3,Yes,35mAh,320mAh
M21 Tws Wireless Earbuds,https://priceoye.pk/wireless-earbuds/assorted/m21-tws-wireless-earbuds,1799,Yes,Yes,Type-C,V5.2,Yes,50mAh,2000mAh
Redmi AirDots,https://priceoye.pk/wireless-earbuds/xiaomi/redmi-airdots-wireless-earphone,2399,No,No,No,V5.0,Yes,No,No
X55 Wireless TWS Earbuds,https://priceoye.pk/wireless-earbuds/assorted/x55-wireless-tws-earbuds,1299,No,Yes,Type-C,V5.3,Yes,30mAh,300mAh
Ronin R-7075 Vesper Earbuds,https://priceoye.pk/wireless-earbuds/ronin/ronin-r-7075-vesper-earbuds,5499,Yes,No,Type-C,V5.3,Yes,40mAh,320mAh
Infinix XE22 Wireless Earbuds,https://priceoye.pk/wireless-earbuds/infinix/infinix-xe22-wireless-earbuds,2999,Yes,Yes,Type-C,V5.3,Yes,No,No
Bigger coverage area,https://priceoye.pk/wireless-earbuds/assorted/interlink-elite-airpods-pro,4199,No,No,No,V5.0,Yes,No,No
Remax PD-BT533N Airpods Pro ANC,https://priceoye.pk/wireless-earbuds/remax/remax-pd-bt533n-airpods-pro-anc,3149,Yes,Yes,Wireless Charging,V5.3,Yes,40mAh,300mAh
Anker Soundcore Life 2 Neo Wireless Headphones,https://priceoye.pk/wireless-earbuds/anker/anker-soundcore-life-2-neo-wireless-headphones,10999,No,No,No,No,Yes,No,No
Y60 Wireless Earbuds,https://priceoye.pk/wireless-earbuds/assorted/y60-wireless-earbuds,1599,Yes,Yes,Type-C,V5.0,Yes,30 mAh,200mAh
UGREEN HiTune Max5 Hybrid Headphones,https://priceoye.pk/wireless-earbuds/ugreen/ugreen-hitune-max5-hybrid-headphones,15770,Yes,No,Type-C,V5.0,Yes,30 mAh,No
Price List of Audionic Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/audionic,9989,No,No,No,No,No,No,No
Airox E12 5.4 BT Earbuds with ANC,https://priceoye.pk/wireless-earbuds/airox/airox-e12-5-4-bt-earbuds-with-anc,2999,Yes,No,Type-C,V5.4,No,30 mAh,No
Audionic Supreme X10 Wireless Neckband,https://priceoye.pk/wireless-earbuds/audionic/audionic-supreme-x10-wireless-neckband,3999,Yes,Yes,Type-C,v5.2,No,No,185mAh
Price List of Lenovo Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/lenovo,3299,No,No,No,No,No,No,No
Crystal Clear Sound Anywhere You Go,https://priceoye.pk/wireless-earbuds/audionic/audionic-crystal-airbud-575,4349,No,No,No,V5.0,Yes,No,No
Price List of Airox Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/airox,2699,No,No,No,No,No,No,No
Royalx RBT-100 Airpods Pro 2 Earbuds,https://priceoye.pk/wireless-earbuds/royalx/royalx-rbt-100-airpods-pro-2-earbuds,2499,Yes,No,Type-C,V5.0,Yes,45mAh,360mAh
Sony Neckband Wireless Earbuds WI-C100,https://priceoye.pk/wireless-earbuds/sony/sony-neckband-wireless-earbuds-wi-c100,5599,No,Yes,Type-C,V5.0,Yes,No,No
CLEAR SOUNDPEATS CRYSTAL CLEAR SOUND WITH DUAL DYNAMIC TECH,https://priceoye.pk/wireless-earbuds/soundpeats/clear-soundpeats-crystal-clear-sound-with-dual-dynamic-tech,6779,Yes,Yes,Type-C,V5.3,No,30 mAh,No
Price List of Assorted Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/assorted,1849,No,No,No,No,No,No,No
Anker Life Note 3i Earbuds,https://priceoye.pk/wireless-earbuds/anker/anker-life-note-3i-earbuds,12299,No,No,No,No,Yes,No,No
SoundPEATS HearFit Sports Headphones,https://priceoye.pk/wireless-earbuds/soundpeats/soundpeats-hearfit-sports-headphones,10249,Yes,Yes,Type-C,V5.3,No,70 mAh,500 mAh
Skullcandy Dime 3 Wireless Earbuds,https://priceoye.pk/wireless-earbuds/skullcandy/skullcandy-dime-3-wireless-earbuds,8999,No,Yes,No,V5.3,Yes,No,No
Baseus AeQur GH02 Gaming Wireless Headphones,https://priceoye.pk/wireless-earbuds/baseus/baseus-aequr-gh02-gaming-wireless-headphones,15999,No,No,No,V5.3,Yes,No,No
Haino Teko ENC 5 Pro Wireless Earbuds,https://priceoye.pk/wireless-earbuds/haino-teko/haino-teko-enc-pro,3499,No,No,No,V5.2,Yes,No,No
Price List of Soundpeats Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/soundpeats,10299,No,No,No,No,No,No,No
Baseus Bowie E5x True Wireless Earphones,https://priceoye.pk/wireless-earbuds/baseus/os-baseus-bowie-e5x-true-wireless-earphones,7899,No,No,Type-C,V5.3,Yes,35mAh,330mAh
Price List of Zero Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/zero,3799,No,No,No,No,No,No,No
Price List of Ronin Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/ronin,4899,No,No,No,No,No,No,No
UGREEN HiTune H5 True Wireless Earbuds,https://priceoye.pk/wireless-earbuds/ugreen/ugreen-hitune-h5-true-wireless-earbuds,6399,Yes,Yes,Type-C,V5.3,No,30 mAh,No
UGREEN HiTune T6 Hybrid Earbuds,https://priceoye.pk/wireless-earbuds/ugreen/ugreen-hitune-t6-hybrid-earbuds,12719,Yes,Yes,Type-C,V5.3,Yes,30 mAh,No
A9 PRO Tws in-Ear Earbuds,https://priceoye.pk/wireless-earbuds/assorted/a9-pro-tws-in-ear-earbuds,1999,Yes,Yes,Type-C,V5.3,Yes,30 mAh,No
Anker Soundcore Life P2i Earbuds,https://priceoye.pk/wireless-earbuds/anker/anker-soundcore-life-p2i,7199,No,No,No,V5.2,Yes,No,No
Baseus Bowie MA20 True Wireless Earphones,https://priceoye.pk/wireless-earbuds/baseus/os-baseus-bowie-ma20-true-wireless-earphones,12999,Yes,Yes,Type-C,V5.3,Yes,50mAh,400mAh
Baseus Bowie H1 Pro Noise-Cancellation Wireless Headphones,https://priceoye.pk/wireless-earbuds/baseus/baseus-bowie-h1-pro-noise-cancellation-wireless-headphones,16899,Yes,No,No,V5.3,Yes,No,No
AirPods 2,https://priceoye.pk/wireless-earbuds/assorted/apple-airpods-2-master-copy,1999,No,No,No,V5.1,Yes,No,No
YX11 Transparent Capsule Wireless Bluetooth Earbuds,https://priceoye.pk/wireless-earbuds/assorted/yx11-transparent-capsule-wireless-bluetooth-earbuds,2099,No,No,No,V5.3,Yes,No,200mAh
Excellent Audio Clarity,https://priceoye.pk/wireless-earbuds/assorted/xy-223-wirless-heaphone,2999,Yes,No,No,V5.0,Yes,No,No
HONOR CHOICE Earbuds X3 lite,https://priceoye.pk/wireless-earbuds/honor/honor-choice-earbuds-x3-lite,6099,No,No,No,No,Yes,No,No
Redmi Buds 5A,https://priceoye.pk/wireless-earbuds/xiaomi/redmi-buds-5a,5900,Yes,Yes,Type-C,V5.4,Yes,30 mAh,No
Lenovo LP1 Pro Earbuds,https://priceoye.pk/wireless-earbuds/lenovo/lenovo-lp1-pro-earbuds,3299,Yes,Yes,Type-C,V5.1,Yes,30 mAh,250mAh
Buds 2 Pro True Wireless Bluetooth earbuds,https://priceoye.pk/wireless-earbuds/assorted/buds-2-pro-true-wireless-bluetooth-earbuds,2699,Yes,No,No,V5.0,Yes,No,No
Price List of Xiaomi Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/xiaomi,5999,No,No,No,No,No,No,No
Wireless Earbuds Y70,https://priceoye.pk/wireless-earbuds/assorted/wireless-earbuds-y70,1599,No,No,No,No,Yes,No,No
Compatibility with all,https://priceoye.pk/wireless-earbuds/assorted/p47i-bluetooth-wireless-headphones,1199,No,No,No,V5.0,Yes,No,No
HONOR CHOICE True Wireless Earbuds,https://priceoye.pk/wireless-earbuds/honor/honor-choice-true-wireless-earbuds,15999,Yes,Yes,Type-C,V5.0,Yes,55mAh,500mAh
Z10 plus pro Tws LCD Wireless Earbuds,https://priceoye.pk/wireless-earbuds/assorted/z10-plus-pro-tws-lcd-wireless-earbuds,2599,Yes,Yes,No,V5.3,Yes,No,300mAh
Anker (A6611H21) Soundcore Sleep A20 Wireless Earbuds,https://priceoye.pk/wireless-earbuds/anker/anker-a6611h21-soundcore-sleep-a20-wireless-earbuds,19499,No,Yes,Type-C,V5.3,No,30 mAh,No
Buds FE True Wireless Bluetooth Earbuds,https://priceoye.pk/wireless-earbuds/assorted/buds-fe-true-wireless-bluetooth-earbuds,2699,Yes,No,No,V5.2,Yes,60mAh,479mAh
Airox 300 AirPods Pro,https://priceoye.pk/wireless-earbuds/airox/airox-air-pods-pro-300,3399,No,Yes,Lightning,v5.0,Yes,No,No
1HORA A8S True Wireless Earphones,https://priceoye.pk/wireless-earbuds/1hora/1hora-a8s-true-wireless-earphones,2799,No,No,No,V5.1,Dual,No,No
Y80 Wireless Earbuds,https://priceoye.pk/wireless-earbuds/assorted/y80-wireless-earbuds,1699,Yes,Yes,Micro-USB,V5.1,Yes,40mAh,300mAh
Ronin R-640 Wireless Earbuds,https://priceoye.pk/wireless-earbuds/ronin/ronin-r-640-earbuds,4199,No,No,No,V5.1,Yes,No,No
UGREEN HiTune T3  Wireless Earbuds,https://priceoye.pk/wireless-earbuds/ugreen/ugreen-hitune-t3-wireless-earbuds,9469,Yes,No,Type-C,V5.0,No,30 mAh,No
Baseus Bowie MA20 Pro True Wireless Earphones,https://priceoye.pk/wireless-earbuds/baseus/baseus-bowie-ma20-pro-true-wireless-earphones,14199,Yes,Yes,Type-C,V5.3,Yes,50mAh,400mAh
G91 Clip Tws True Wireless Stereo Earbuds,https://priceoye.pk/wireless-earbuds/assorted/g91-clip-tws-true-wireless-stereo-earbuds,2499,No,No,No,No,Yes,No,No
Price List of Audionic Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/audionic,9989,No,No,No,No,No,No,No
Price List of Lenovo Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/lenovo,3299,No,No,No,No,No,No,No
